engine,clip,audio_s,proc_s,rtf,wer,cer,reference,hypothesis
local,common_voice_pt_36466496.mp3,6.84,2.60,0.380,0.0000,0.0000,postular em juízo é necessário ter interesse e legitimidade,postular em juízo é necessário ter interesse e legitimidade
local,common_voice_pt_36466493.mp3,6.66,2.39,0.359,0.2000,0.0323,faltou com o decoro parlamentar,faltou com o decorio parlamentar
local,common_voice_pt_32062394.mp3,6.52,2.38,0.365,0.3750,0.0545,problema de matemática com frações potências e radiação,problemas de matemática confrações potências e radiação
local,common_voice_pt_32062681.mp3,6.44,2.66,0.413,0.0000,0.0000,olho para os olhos e dentes para os dentes,olho para os olhos e dentes para os dentes
local,common_voice_pt_32062357.mp3,5.11,2.56,0.501,0.2000,0.0625,é o rádio da avó,é o rádio da vó
local,common_voice_pt_32062359.mp3,9.07,2.55,0.281,0.0000,0.0000,como tal acolhe projetos artísticos com alto nível de especialização e excelência artística,como tal acolhe projetos artísticos com alto nível de especialização e excelência artística
local,common_voice_pt_32062361.mp3,4.86,2.47,0.507,0.1667,0.0588,estava num charco a apanhar moscas,e estava num charco a apanhar moscas
local,common_voice_pt_32062680.mp3,7.27,2.42,0.333,0.1818,0.0492,rita deuse pressa em dizêlo ao outro e sobre isso deliberaram,recadeuse pressa em dizêlo ao outro e sobre isso deliberaram
local,common_voice_pt_32062417.mp3,6.70,2.50,0.373,0.0833,0.0172,está 1 pouco frio hoje então eu espero que você tenha gots,está 1 pouco frio hoje então eu espero que você tenha gotes
local,common_voice_pt_32062401.mp3,5.22,2.37,0.455,0.0000,0.0000,você é meu salvador bernat,você é meu salvador bernat
local,common_voice_pt_20023723.mp3,6.91,2.70,0.391,0.1000,0.0185,os projetos têm 1 temporalidade de médio e longo prazo,os projetos tem 1 temporalidade de médio e longo prazo
